0.000000000000000000e+00, 0.000000000000000000e+00
1.000000000000000021e-02, 5.000000000000000278e-02
2.000000000000000042e-02, 1.004493086977780447e-01
2.999999999999999889e-02, 1.513478953806000060e-01
4.000000000000000083e-02, 2.026957290633047692e-01
5.000000000000000278e-02, 2.544927784883796451e-01
5.999999999999999778e-02, 3.067390121260362701e-01
7.000000000000000666e-02, 3.594343981742872951e-01
8.000000000000000167e-02, 4.125737379305466912e-01
8.999999999999999667e-02, 4.661484531247116481e-01
1.000000000000000056e-01, 5.201502657759207171e-01
1.100000000000000006e-01, 5.745711816143895811e-01
1.199999999999999956e-01, 6.294034747594514645e-01
1.300000000000000044e-01, 6.846396735339159711e-01
1.400000000000000133e-01, 7.402725473085649543e-01
1.499999999999999944e-01, 7.962950942824913447e-01
1.600000000000000033e-01, 8.527005301153339767e-01
1.700000000000000122e-01, 9.094822773364894530e-01
1.799999999999999933e-01, 9.666339554642872089e-01
1.900000000000000022e-01, 1.024149371775048944e+00
2.000000000000000111e-01, 1.082022512668054715e+00
2.099999999999999922e-01, 1.140247535577824323e+00
2.200000000000000011e-01, 1.198818761389879528e+00
2.300000000000000100e-01, 1.257730667320369644e+00
2.399999999999999911e-01, 1.316977880223693553e+00
2.500000000000000000e-01, 1.376555170295580721e+00
2.600000000000000089e-01, 1.436457445142070410e+00
2.700000000000000178e-01, 1.496679744187486394e+00
2.800000000000000266e-01, 1.557217233396883671e+00
2.899999999999999800e-01, 1.618065200290576655e+00
2.999999999999999889e-01, 1.679219049230281424e+00
3.099999999999999978e-01, 1.740674296958126588e+00
3.200000000000000067e-01, 1.802426568371349846e+00
3.300000000000000155e-01, 1.864471592516898202e+00
3.400000000000000244e-01, 1.926805198791428975e+00
3.500000000000000333e-01, 1.989423313333356758e+00
3.599999999999999867e-01, 2.052321955594639036e+00
3.699999999999999956e-01, 2.115497235080944449e+00
3.800000000000000044e-01, 2.178945348249714531e+00
3.900000000000000133e-01, 2.242662575556411131e+00
4.000000000000000222e-01, 2.306645278639971153e+00
4.100000000000000311e-01, 2.370889897639137267e+00
4.199999999999999845e-01, 2.435392948631940335e+00
4.299999999999999933e-01, 2.500151021191158840e+00
4.400000000000000022e-01, 2.565160776049081992e+00
4.500000000000000111e-01, 2.630418942865369925e+00
4.600000000000000200e-01, 2.695922318092228043e+00
4.700000000000000289e-01, 2.761667762931505621e+00
4.799999999999999822e-01, 2.827652201378686669e+00
4.899999999999999911e-01, 2.893872618349077719e+00
5.000000000000000000e-01, 2.960326057881798256e+00
5.100000000000000089e-01, 3.027009621417469543e+00
5.200000000000000178e-01, 3.093920466145753778e+00
5.300000000000000266e-01, 3.161055803419141608e+00
5.400000000000000355e-01, 3.228412897229607559e+00
5.500000000000000444e-01, 3.295989062744966169e+00
5.600000000000000533e-01, 3.363781664901948520e+00
5.700000000000000622e-01, 3.431788117053203191e+00
5.799999999999999600e-01, 3.500005879665590847e+00
5.899999999999999689e-01, 3.568432459067294893e+00
5.999999999999999778e-01, 3.637065406241420273e+00
6.099999999999999867e-01, 3.705902315663880842e+00
6.199999999999999956e-01, 3.774940824183505406e+00
6.300000000000000044e-01, 3.844178609942408897e+00
6.400000000000000133e-01, 3.913613391334783920e+00
6.500000000000000222e-01, 3.983242926002369622e+00
6.600000000000000311e-01, 4.053065009864953439e+00
6.700000000000000400e-01, 4.123077476184342949e+00
6.800000000000000488e-01, 4.193278194660343239e+00
6.900000000000000577e-01, 4.263665070557335568e+00
7.000000000000000666e-01, 4.334236043860143717e+00
7.099999999999999645e-01, 4.404989088457927693e+00
